"HolderAddress","Balance","PendingBalanceUpdate"
"0x19df4607d7bc06c23bdcd6ad47473817ae64539e","160754.974068055","No"
"0x011b9b0c73c66425d553d6d9f6b96744d5fd1ddf","26466.3328059466","No"
"0x24abe938973f20f86c47e5748ef5fe08014f5795","134040.890866402","No"
"0x70dbc7c6ced883e6edeb96a6d0d6cff02657a9f5","499468.547682548","No"
"0xa84ba0358435d70f6fab9a1aafadd032a3817d6f","96309.2398089147","No"
"0xa703a69307c6e0bf0d8d253b6305c351daa642ef","191358.447596503","No"
"0x4408ad7b18bfa540972846ff6b692cc1210107ed","12327.2552338227","No"
"0xecf8a9f5d1b00e934967f7f2e384c7e7b2b72e27","9378.25475484601","No"
"0x226da30d7f32859674ee502ede3edd833890f3fa","111091.273500856","No"
"0x63d53099194557f9313c0b815376a8e7abacebce","18460.4112139479","No"
"0xf09efecd4c735ac571b5486cf78a78fae09637d8","1142281.88073187","No"
"0x2c4fa84031456485e5f909afdb8f0eff004d03b3","462234.569406304","No"
"0x891cde84ca083b95470b1ed64c3095466fdc14d7","183740.412360194","No"
"0x9555832df05aeb33adba00a0194f903a9e0d8571","1043943.20249935","No"
"0xeeeb05704bbed4c4276d153b0af2f5dae1da44f3","143811.73241966","No"
"0x408616b63ee2a306469bb0dfa14c826ca2dd5b8b","139421.4036757","No"
"0x90ddc925098080cbddf5c9f866c6b621fa10b3b8","74218.3234386329","No"
"0xe5cc678342f79248168162e918f91f1123468f99","444.327696077087","No"
"0xbc67a9a19170a0d8b847c8c3f96ab4a83dd2dbc4","44327.6657515387","No"
"0x9d6152f0bf6c802ec1948c11651cbcc3e6ab6fee","49126.9866150468","No"
"0xa8fd62146d7458cb038894e1c54944412137cdd4","0.019392357170734","No"
"0x9b34d6e9e2ccc9c768f9822f33c166dbb91cec54","39738.9208087096","No"
"0x91be0c781ce68af85d1d25d896996437a9958a86","8841.76265607331","No"
"0xc6f4508bda9d0b36f26eeb20f9901e9272024066","15475.2377650762","No"
"0x21117a8afcfffbeab3d4caed747d3e94acfbb6ab","117283.955265698","No"
"0x51d020c98179746e0d22595081ffa14cf768c3a0","44120.0429667719","No"
"0xd9a2432306fde112a9c9ac4e45ec3c9e1bdecb5b","261853.900431039","No"
"0x4f2c48cd2a83e8fd2ff71f6b6a074a7ec0ee9085","87.0194023120239","No"
"0x7c9d91f7332f77811b7e005ad04b9a08d737fba8","13025.3160609399","No"
"0xd4f65c551eeea3eef2348745b001e93a85e24d25","32980.3547910774","No"
"0x95f680467e9c9025f0b727bf06a2af5b2bc3b2eb","43225.1171390783","No"
"0x3093e4efa055c395e5ba4b59aab62f2de8da3201","37688.3434745176","No"
"0x5e2f25922c8efecc2d8c0ab8644e21767437ec95","44334.1765265349","No"
"0x894c1c09bd54e62442e7024c41d135d5b0017c22","116322.056775455","No"
"0x4b5206acc1339f3ef31459e7bfcfe566d2804176","13191.1262813541","No"
"0x7dbd4a373f616c8956b5b1f1d8cc56696e07d7ce","186822.311563489","No"
"0x407bf945d2a8ec09514d9c7cb8cf94daea358b97","11477.3479996642","No"
"0x93d7e5da4cf45765090436e0fa0d84529942179a","1497496.73843945","No"
"0x6bb31d5225fd70a06e8c92acccda4afb7251f34f","152834.676156833","No"
"0x5eca3390d9110687ef01382ba523a38123ccc21a","22011.8313019165","No"
"0xe95967704a9067ea2d3d3810a475a3c8215a6057","158686.321001368","No"
"0x8bbf6cb2e1bc037e0e1f9e2a9ce3397031eefceb","11436.8292478639","No"
"0xf66dcf7ffef9fd5bdecb70e49cd49f035aaf7975","12943.4653532888","No"
"0x4151a51fcc9885eea81ca0d46398bcc3571e82dd","31500","No"
"0xb2dc85cb55e72ff711c9c8bdc8c0ba45f9027c3d","59893.6715302357","No"
"0xa9ece9851b91f36bfe6e79750892fe30100ae378","37459.5791533363","No"
"0x0b76570349763221b00a008f78c6ecdecb837e45","893968.284194669","No"
"0xdc9f51657328668c6718fd417ef1813d9c5eead7","226527.704520288","No"
"0x2141f06b35c296baacecb9d3ded1460c46cc69ad","111963.657501663","No"
"0xadc34657e46e98c1a645f34b5c80a2055985503d","330680.952525772","No"
"0x04c541a9c09c88a1725bda80f825dee4637977b2","23741.1952804602","No"
"0xabaea8cc78d2b666288c4b30a61fd185d178c907","133578.669690778","No"
"0x5d942c90c17661c9012e8013c67e627b181efd9a","41369.3828280004","No"
"0x0bfe14bfea80f4346aacdacdafdc93768f052f18","0.848283334701171","No"
"0xa3764f908aa25c00448b8eaee8723fd1452abde5","358405.577420557","No"
"0xd350b9667d35fb714701e320083be38488a6268d","30669.9789790768","No"
"0xd301c8ab53e809a324f9372100b13eaa201a1385","0.164901743471456","No"
"0xf9f78f5739d7ca71749af7d335e80942b69de240","161751.912032625","No"
"0xaa43d4656d32d2a1f67add31baabd3c51aeb3f26","82186.4062604307","No"
"0x4f11a5ba0bc3af595b6f017364c58a59fa8249e9","32847.3464683069","No"
"0x332f7e414b021ba6c05c1defc62c6576810adebf","175833.0045","No"
"0x436d22adccb34c7dec6bf3e9da176f05234c874a","16402055.6262142","No"
"0x27be63fc63d7eb54e5f3cf70001010c7cdbd8dd5","0.00801214584482165","No"
"0x7a608f846791669cb5db42c6b33ebb18b6d25723","27258.9396940976","No"
"0x22d02964fce9be7f0b262467804314fa30d1d89a","3744.50199328778","No"
"0x7f889c8a4e928c166b7a0eeb8de2fd5fa71ee659","67569.5985620513","No"
"0x76f756d183cebf209f471755b4ceec296cb1d6c1","37944.718589076","No"
"0x44f612c687237402511ee49169c45005d40718c2","44722.5823304598","No"
"0x3bae4f87afcd788e86cf8975854c71bd89bdf991","4896.00794010353","No"
"0x7cf92932776a264d0850a13c776fb96069b443db","53821.1071196284","No"
"0xfa5f0694be1d611fd1649c9be082ffe9fded4d33","16378.2767243376","No"
"0x582ded9a79fec108764c398e38e13faa1a76abe8","32031.6221379654","No"
"0x5f9d8f11741bd23686705413e960746addbc32e5","1","No"
"0xa79844e18687f2f6b3676bd736c672b6908fb4f7","20700","No"
"0xf8806c9285cc45bb93e4d4cd5eeb441bed8b355e","212178.564571525","No"
"0x1341ed70a9e48dd646c60aab8a6213117ccbd95e","52.9313681774672","No"
"0x7001856469fb2730cee2bf98e3057638ae4bffe1","1561651.47782718","No"
"0x77c8f70e2960100c15363a838cd9a51d41a07801","43143.5177921409","No"
"0x015c2cc0d6cfcf410912fb881ed77bf005fd7c5d","41281.9744940098","No"
"0xed9049849d94e058fc9a709e232a040f5d3c8852","123664.826009699","No"
"0x34f202867bdc5f0471174eaccc44702346265bdc","20803.6593051843","No"
"0x887b9068af1eb7d25f786b3f6f225b1b5f5a9fc9","82553.2886200894","No"
"0x8c1e9bec1b8f6a127c1efb2b45219fe019b56e5f","120342.948153717","No"
"0x3b73e9f3df51409ea933fbf8a6925eab45b3ad0c","101983.894246144","No"
"0x2d77bb417320e52984c2210807a620d193f690da","15226.0462966273","No"
"0x8d566be5ae243f8349eaa0cad0e885f8fc0155ac","835409.485056457","No"
"0x83f8434a40b11a6a08764ea19567d5dbf6fb9ef9","10193.2340833461","No"
"0x4672652fc7ef0ef817a535ff4466a735e1232320","4076.76362388524","No"
"0x07682da71970efe8c041882f871eeea2d6f23c9b","25472.9232921785","No"
"0x4b5727c7ba0689843573233be7a45e3b3137ab7e","101181.41894417","No"
"0x3d743fc4f33d22cd6b0eac93e257a27099d2fbad","453833.83656731","No"
"0xc06f4f55d0beab838c41a945c174bb096178b823","148761.354582077","No"
"0x7cbc37d851469358489f75e7aee4ca505a08da24","0.661315692235944","No"
"0x5b846d1206e4e0dd53bd4d6eda2528e3885129ff","39481.4637280734","No"
"0xab4d5021b24b3d295269131b2b15e48ed0c8fbdd","19051.3248446662","No"
"0xaec873614739ef08463c8963b65024a842d29cc8","162956.045674543","No"
"0x1563c7453ae3dc6d1eadaf8415679dce78420c6d","24630.0868919424","No"
"0xce22925777e7d55c9d280e8b9fad420d611d67f4","111157.520635141","No"
"0x45b9faabc022d7743e9e3edb4abb62ef7be49c71","732682.584649249","No"
"0x24b2a471c69437e43a8631f4a693b83a7851f368","9562.76733814857","No"
"0xa3fbbf05ba40edec4d4d3e190549d9b1c66bc78c","190895.392189736","No"
"0xee7701c6bd86752d051026e7ec31f2d9cae60735","35106.8610914145","No"
"0x6489ccacf56bfca6234eea8bbc8d2f56d7f7e272","252570.110128823","No"
"0x062af06f107bf5bf13e80ce130b5364932649177","118679.326258012","No"
"0xe71239927116d85064d8636af3315b71f5c372e9","6.59442502497544","No"
"0xa066d5fae68f650e06885172ca2af05cad2488d6","7014.32371443476","No"
"0x461d42a953a383757d725ae66ef30c3b40120808","146285.171418403","No"
"0x4e6b3993952fc2dc2a3f83ae80e94f82ef83aca2","93092.9645780398","No"
"0x40d40603e893f35554b3eded60ebf67ed912c0df","9298.56154321816","No"
"0x4dda8b5b9346d909f60b2976766324630e0bcf4e","14452.795924218","No"
"0x3a3d8fc14b355776306a6b0a19833f07fa556195","231866.303208301","No"
"0x691d422262048360437e9acc9ba82ab0e83db0b1","13879.3471140056","No"
"0x8ce6a91f94fdb670a9efbb778f9c3d104d05392b","506422.74125672","No"
"0x057e3c40349bd7046c5f3c1787408fcdefec4e6a","6300","No"
"0xc4d9fc8e32f4efbbf8ded0f44fc09d8e1c6cb5c6","71224.4691484101","No"
"0x94914b8765c43bb25d4f242f0f1d6641c754d1b5","453848.506449515","No"
"0xf03b8ffa223d8b9536ff8df6986ff7b8daf30fa3","135609.601253275","No"
"0x4d2c7ed79540058150c0ca382695305eaa8f1d2d","33823.8647923078","No"
"0xd9664b2457dc13ab6149da73469c8b94e7a0a597","45064.0652170589","No"
"0x20e5cc740bea9b28c17d597048a660a33405d4b6","0.518263104326085","No"
"0x9b051aa81f27c60a5f5a5cd25a00e713db77fef2","9397.71279641964","No"
"0x995d0136646111c758993211d982e4c343fa89ed","10288.5774356735","No"
"0x16c237ad92ab79b5fd006cef4241a83945167314","1846196.79494599","No"
"0x3f84830e501257b3b2377c754cfd72ccce30013c","40796.2328160576","No"
"0x63c1eac3541ebe00d6d3889e42dcf55882baf74b","511057.738197552","No"
"0xb28c00be7be148944c8bd53a2ac7f8fd25e01a1b","850556.150879313","No"
"0xf221d1bd58f584670be4db6374b1d7c7160b49f7","34333.3926018406","No"
"0x8405f6986df12b5147910f9854fe767ee15c8229","197695.110208191","No"
"0xbc979a071e56acc5bba8b4400bed34a687195358","8593.26483506127","No"
"0xfbb9b386ce7076b360e44d20ed6cc8037ecb95a4","3224015.09025117","No"
"0xe0ce7197eb5fa365132b11af80aeeaa08736d716","8513.39441750803","No"
"0x904a79b07a87141dfc99e2159f84658473f942c6","93164.7696320963","No"
"0x71015dcebc2de88bef03687e9df929f0fa968529","63694.6787451006","No"
"0xc9ad0b4a3a666933198f13117ec5681ebd9c92bc","203722.814917764","No"
"0x7b2021f0c821e2c07117e94d4c93cee27d0ab242","84420.8467111831","No"
"0xc10347c50957b8d68967f14ba643748638e4d47a","42139.287745185","No"
"0x6f8d8c7a57afcced2dc6dce35120eeffb870cf72","8945.13519802341","No"
"0x0e064b1d06dff5610883025615aa8b22a786be94","90101.059780195","No"
"0x1c135414b8ff60e17c84c1fb25b7cd4877cb3bbb","42402.927550529","No"
"0x6615eb90845b42a733e748c0d932bda46b459dcc","105570.248840686","No"
"0x933bb00c0294dbd24c3c6bbf85cc2304aaf18a04","88990.2090367043","No"
"0x4c7c82f39b9eb69db28e912903ba563ca3f31ad2","37792.6220195222","No"
"0xd73c222df0b6625fe1359f5112a52c03941ab4ba","35526.8563539164","No"
"0x5a5c5ca5a10d7a8b39f38a3682d01bf39ad679a4","4439.12861604059","No"
"0x2d72f43e7a686518c9a344c679198b88934c71ef","1738563.3","No"
"0x91e260ad263380d94894de2b5dbc35a8dada88a4","441817.905072305","No"
"0xb5394ac90d4718c02d17e7e4f6f2719e2cdf3c95","24049.8","No"
"0xd7d61079e75bc7ad4ae98c149da69c024f35fa69","28568.3393538021","No"
"0xa09da32cf5c3715d297d2b6649a72ac65e081cc3","45232.1168262153","No"
"0x83184e2b6cafd9cc65630f96a01759a813be260f","1879632.01467491","No"
"0x87b75109f254d71a8479bd0b96852a58c36093fc","1416303.67200675","No"
"0xd55187e34db67ea8b7f88c73e33928525223ee9b","93203.109","No"
"0xae5afd24e695151500ef1b753f3f6bcbc53c2994","141125.287006658","No"
"0x746428c6bea4529255415520e561e14ab3eeb700","0.451583824419186","No"
"0xd41fb0dddb81ef67df929306800a26f0f54949c3","123459.587848713","No"
"0x889d78e12f3ac48a3a4e6dbc658dd680a27f8cad","135580.036913376","No"
"0x327325896a619fd2c68929c20e4db6999123108a","6769.7009016443","No"
"0x07220473bd761c669d9459d0943317cda45dec44","90000","No"
"0xffa5c4e335feafa3b7a323331c0eb393c09cdc82","15078.7160633482","No"
"0x63617e5f85e910763f61f957930143f92a848a61","114207.050413837","No"
"0x856b04420fcf32112281d4372c3b84de72d49c6f","67430.1003144258","No"
"0xe554a4bd3583f7ab43b313eb95bc0a39bc09f5fe","10454.4","No"
"0xe81f5342af6f6e97d1f7a76071295592d6afe740","39262.4088395004","No"
"0xb8537bda756621bd7503d2b864aa1b71d250f2d3","17832.4800337273","No"
"0x75281e0b14ecadcaf8edefaaa51b665f78999c48","467126.977396834","No"
"0xc183d1995006056c02e6e653c49a9ebbfe531c3e","31632.1716472867","No"
"0x25354bca966af4fe5e2abf70cd017cc98c9d996a","6973.73164283094","No"
"0x9bad48cf4a7ce18eb0fa1aa6514979c6e3b29fc0","4643.4020102151","No"
"0x1cd15a63a068d607934fdc16ae2e9ed20e01cc10","142347.824059832","No"
"0xe5a41257185c6ca21a37f6218dd8502a48cc833d","54838","No"
"0xfb1361b58ec9b3ea69807e806cdd514dcbc3026a","37230.5979461564","No"
"0xfb85fac3359f8bb1bd5927c8e45fefd2ee4f9969","30067.2149616553","No"
"0x49fab62cbb8395c7c5a567266579cdfa4c7add7a","18114.7355575838","No"
"0x2134067507a6d16661b27d441a903011cb6376b3","12331.7784577349","No"
"0xacbca131d0b7f723d47d59824adf28adddcb159e","3525.99721155813","No"
"0xd3a708577c8ca717dded582d97b01659971a86c6","57117.23389551","No"
"0x85a6a96c7c89c63469776b16e69dda7d84f44186","147800.465450536","No"
"0x59511bec8ed0a4629dac333ac31d2738a221e236","2299.27011737914","No"
"0x22e292fd0f24dd94e37bcbbcc4684f5dfcddb76a","176576.927139174","No"
"0x9ce92f8cc9d4cca46528420c4bfda309e8488c21","22873.7896614589","No"
"0x1d857c928908d7f1443862a17b593d9e4ce894b4","114219.134512739","No"
"0xcc71859211a06c3f861933e272b9632e5c493cba","31987.8206998123","No"
"0xad47b11927c1a11d184f3be1b4b39d4b51652834","22799.8880063693","No"
"0x3f562d54774010524674d514edc3d95e8f8e48b6","20266.0630247427","No"
"0xea077cac20ce63703581a3de2f568ba79b8b27fb","634137.420483127","No"
"0xa014c824bfe9cf3aede2f3cd06b99c5a8afa34ca","70579.8275146974","No"
"0x200fd33ee2c351aef0a1be65dce46e658740f771","7024.78622326305","No"
"0xe1baa2474a09ea9ff4d1c13f6dc8172f146c81be","6973.53597333085","No"
"0x42e11e4ba616d2fb2a54c077a4c18655d58678b6","20575.4802194637","No"
"0x5f469eaae81501e482ae2e848350d5b5c99b017d","124310.856354319","No"
"0x74f2ea21b4ed70710a683e52d1991e61abfe8728","44804.2815469402","No"
"0x02c2fa32e58af8868a7a6e54c03cdd0970ba8435","4478.29255226406","No"
"0x133d130ae2ad5203884ec8c1633aa437f386851f","78661.8954473477","No"
"0x65dcc000a469c07b773367f496071efc8d774c88","1355054.34106076","No"
"0x24f15ae23a4ed10332cfb2e8399335def763b4f7","133574.627472299","No"
"0xc3751dabe5d9a93956852483b0447cdaac995a08","13338.4323212194","No"
"0x1012884956f59253c69145fdd6b1bd02293d766d","22267.4908559993","No"
"0xcce70fb968f7618226d30b225864b8553382b1fa","25943.1809486449","No"
"0x51a23d06a19d04f6c0458a8e72d801f5f3033580","2572350.32953047","No"
"0x79e689a66c6ef5ec447c415b8036dc9201d3bc61","1409.13378726895","No"
"0x426d89a7bfd809a45efb235116beab57b9d249c6","108536.724377256","No"
"0xc2aed36ed49cf1cc489837f892fb1cebbc9a9ca4","3411.01832460587","No"
"0xc6783612fa4dc457185c764de0d5b00fff64366a","21313.6511538243","No"
"0xed1ec92cd7a9b8c84e4b8c54fcd9fab844b6d1fc","281951.111956036","No"
"0xc63363a09cd27e273a47d057af5e86f48624f962","18577.3530794048","No"
"0xb59ba29c19bd2da222fe5ce1ac6d3306b9099d23","933.305430331275","No"
"0x51905309c58858c87de4864396ff83f20ac7b98c","4242.07968237412","No"
"0x0828cf922b723891220c9e4d0526d436a8bb3867","12736.5651770291","No"
"0xd49a33d1731c7a9788359d1c4466a637fdf3a9b7","33948.452835327","No"
"0xa5990d41ddc5b609fa9bfe7275837af0570e8eb2","6762.79269759539","No"
"0x8ebf2fc40bbec0e1b759acb01b37cd4eb457b3be","74687.8097040352","No"
"0x02ad170432c0b8613589e2cd1ef8bc874e527678","4337.82302379267","No"
"0x781fa0cb124db19706aecaf7212ed7d970e9b7c4","52068.6013859384","No"
"0xf7184c60ef1140039607391ef80652ff0cbcfb58","3152110.88508201","No"
"0x071cafa99624b02df060348f4bf06a961eb55283","8551.77086177436","No"
"0x69e16b3140c3a786eede60588a0b2e3fe41a64f3","122006.774918056","No"
"0xc5c06595f235ab0ef809cd9005a4ddba68115665","92772.3786437287","No"
"0x40f9a6a5a6bc1b355592783e4f81a3acb2a79019","144469.708921906","No"
"0x1b0bcc520da8c40baf03d209ca997229e0537cce","4052.04828369549","No"
"0x64db7dbd0158a7001106e0b3079b5ed346001f7a","79083.1726815476","No"
"0xf163ee2fd6b836f05a1a867247a752341b3fe4c7","75221.5325069362","No"
"0xc5b62dbc08a67901da1ca5c60915acaf64c73b8b","4755.99715347607","No"
"0xd0300101917ee9a9302f8f233f233c457319c8a9","24157.0752380796","No"
"0xd6bd0c598473080d7341b962a591756018e5f9bc","109661.929958892","No"
"0x411fd01dbe9d6fb0bc892ef1844856387a6ac2a7","218622.933701824","No"
"0xc1e7f3ceca043d21774495d2e814e96fd3d522e7","67557.554740545","No"
"0xaa322697b950cc03dbd7683436f242414e996e9c","17902.2400972394","No"
"0x93dff8474b7c6716f6db7bd7c1af5ba9f751125a","9576.65715791564","No"
"0x4ec99c02d8f906ed586c4e74a486ae8499f4a593","139963.352980435","No"
"0xb47d1662ebb387aa3ae7d1bf9460fa0adec2f9d6","8709.16777561436","No"
"0x60f8942723de278c36a41249e8f81d056b68f37d","28552.8782277113","No"
"0x5ca6a707e883fa6378ae7d50d4c011a8b718385e","33577.2607784813","No"
"0xd3f6d8275ef7dbd1cd3a62f137b4a9d393a4886e","9036.61524502889","No"
"0x63e92ce89ac96123c378520347ed853c07db1c7a","40692.583121797","No"
"0x2495ba70f074028a90f15b5e1c2e599a17c17814","70117.7967435935","No"
"0x0d6c167e5ce5a3c37db608bf2380ccef71fe128f","155271.323140188","No"
"0x321de8314e7013680642c7884838bd82dad47a17","280699.810087295","No"
"0x654dec04e47104e926f96addf8e19ce1fc7c2464","151826.375365309","No"
"0xc062b3c7b86546aad5e3989010db67bb863cfdfc","114773.764471844","No"
"0x499670a73576fd60cc61f2b8debdce3cdc8d427b","36423.52705675","No"
"0x8cfec77aa38bb56c4b1f60d1deefe492e2081223","95320.1770722048","No"
"0x64c003b7d88ff8ce114e549b3c5857f36a7cbcd1","2015.15737207406","No"
"0xa788ac454d87edc18f97a1fecbdf7baa2a86327b","560156.4","No"
"0xb8995621752d46aa7339e35e319df51ca79852f2","15083.6030630416","No"
"0x6b3bb88acef334ee79925ca49104bf2575c25bdc","30154.8142360108","No"
"0x4736084933237c25d49bd56cc75b56d9c3fcfb64","40422.69","No"
"0xa6d6278ba215acdd123cc227330e291410b77d1e","81838.6418449515","No"
"0xd36d5bc8c42c47886076911f6d9bff2e4ab1aa56","17360.369168166","No"
"0xfb9b625fd1e286b741fdbb6e40f4921abc83f558","904950.740460995","No"
"0xfd3cf45c4ace986194b50455b74f4943237af4c0","57686.364858411","No"
"0x90281a46854c71dea991a6a401fb083ea08356bd","184737.513316484","No"
"0xc5e3a75fb74f9349c6f8f1656c168f2d892e8c0a","224848.333833881","No"
"0x44bb4eee386fbf9c76e534e1ef2f7a29b172817f","28986.9937591213","No"
"0xe873da615f8dec98d5ebe59940fff77778188bf3","49024.2572635595","No"
"0x28e064b14c7c7922757fe231c40aec1b49619c33","8081.79583071117","No"
"0x62e79da820efee09eba017836611f232143a9ab9","10562.3486154163","No"
"0x7601f4b971cb5238a5bec78806e329d34152695d","405955.524825852","No"
"0xa26fa76c90b9236eab0164936c575ffe89839a87","138245.584834468","No"
"0x88eff4585aa1904ef0ea6bb2a2401070d5c53474","2098130.14770497","No"
"0xd9abe0ec60ff3f80951e45c2cd1634d30025f0c7","92311.4644083843","No"
"0x1ecc74e5f4751b39d2ab537fb9440ca0426ebc5c","425721.696958938","No"
"0x8ca506b61eea452f4d9c96f2b188e88f7dc3e71b","12910.9156115223","No"
"0xf5a4f29c8b717cf23a6c199788100a929754f0b8","16138.0136231851","No"
"0x5c91d4d32e33f7def4782ef4b0b5a8d4e3f6d582","25896.7387441055","No"
"0x937aa2508392910b43a2f73ff90999ba289fc6e6","72999.7976909117","No"
"0x24dc4d13ef9b21aed517942c349f82975775bec6","31275.9","No"
"0x78b6999ada84f9ed10f0377c8d0f5e4888b81883","21696.3","No"
"0x774c1928227ed3164555a33445cea0d675bac0ca","49843.1257523727","No"
"0x9ff7859f1f91860214952f55fa22e740fb2c4128","140060.593580128","No"
"0xfd692af0d1609578c23e56ae1d01768d9803f2b4","26561.0269395421","No"
"0xe9c9b1fb97ac3df71e8c4fb17d4d05f1b05ca56c","40705.6009430285","No"
"0x5961bab74687adab222e1042ee2a4793002c3343","380907.778327626","No"
"0xc163d8215e67b7c11c9a05876751869ebae20c74","291257.078378092","No"
"0x2e0051cdda91f03e328c26e381288a15adbd29b4","20150.049924217","No"
"0xd20d234140b1696f38a184c72af13f1df42426de","275278.202732237","No"
"0x436ec981847fa8c10c2cd22c3749c9a53566b7ac","3600","No"
"0x47f3a9469ed016704b695882056b2b7bc42a823b","623998.8","No"
"0xd3795b979edec276023b9a21bc110c4fbeec0a0b","10456.3123501371","No"
"0xc54d6bdab312009ec1a2b959ef1220794ef6951c","544660.279220686","No"
"0x4ad1cbc7df844ae37a27e09fbb80b36178291fda","1350","No"
"0xdead1ee0cad4967995f0d1380c7984077fbedead","108311.147591584","No"
"0x4a79683b1c02844abbc0caf786514525fba597f1","88546.9593784322","No"
"0xc4893d54eaffd9016572701f39a7952f6594684a","27438.3729423893","No"
"0xaf2eb2fcc50f62583a7e727013bf763d7b792c64","77674.9565458348","No"
"0x5982f1e73cfa6d98667f25cab04aad3875e57697","166804.287259508","No"
"0xa003a4abb754f868620f14ae8a5f015d319d3ab4","33224.9789900481","No"
"0x4bb270a6d81bf2d93f7a1b7fd852b659f4d20719","59903.16422561","No"
"0xe88712c947791d74674abd69ce00b85fa23f3e56","92493.9","No"
"0xaaa89a3462a9f0999aa3017d6554e5bdb76de2a9","30295.4419919344","No"
"0xf3c34555195ab5b282af69b583705e26267850e3","24225.4584513818","No"
"0xcc17686c7154f61e8032d641c1e87f5efaa7f57c","12109.098498759","No"
"0x63b461c7215c7747f4169860927553e84e7da454","11700","No"
"0x67d6886d279affb208c722291fbb61e5ae4a876e","2700","No"
"0xa9b1b1148d070e59b047ec284fd42b6213dbec5b","84664.5548624763","No"
"0x20d8002bdcd5e38aa50a5051c3cf328cdfb74d5b","1341517.67133044","No"
"0x8e8a2f14a89ab98b4ea17a7d1368262df6c1fad3","7200","No"
"0xff293a5029d86b05dfdf6e4b7d0374b0e956c770","3534.86308431112","No"
"0x80037ebcfcd9e241d2bffd0a9f828e51a63278f2","35392.3682935894","No"
"0xeb2128851d9b11a43d35b4462aa365a2e2aa4c65","57239.3866643451","No"
"0xa0f466a07882a39b61ab0aeef15cc33e4a095dc5","103858.901238151","No"
"0xc8ea0ba2069616a3b1fd60263c53d8c404331ffd","428141.457521988","No"
"0x86a83002ff943ad6955977887ee6ba6bc69c9161","106774.458041754","No"
"0x9710fb1a5f273b0bdbd2719544042357b792e5bd","56096.2242932484","No"
"0x86552883106b854ca9062bc3d9dd1daf0fd0bbb2","866091.465953082","No"
"0x3c7f519e2c735202059831d0b0b33adb44a3f607","814737.55839462","No"
"0x4f674cb036f14014bef1ed3648a6c259b9e02562","51288.5541193673","No"
"0x5a9ada83ccd880285241f6672acc98609babfbb5","148214.70833751","No"
"0xcb59324b89efadc87e6001d92c0f9107e9fbbd4d","196045.338823249","No"
"0xe2787e68b8ba5c52586da090397bbeb6397076ba","3438323.25770969","No"
"0x882e86a4742898fc4e98daf9715a008eccd2f969","28672.9986488601","No"
"0x2f6db73e839bf786e70866dc31f18f027ae6db08","1820748.37637809","No"
"0xb39a7ca58050797a7e14fce9dac8cca814fa012f","7194.6","No"
"0x1c6fac0b7cb5c584687e2782068de05459217ef5","427827.907347275","No"
"0x2699a736a23a42e713be8150b800e8b261c678a6","366184.542562335","No"
"0x207a4d92490fe81db630dc04e395db5cb3628b73","104196.618","No"
"0x7490aea1aa02f4c27b857c069bf7b396b90b347b","1121648.25125489","No"
"0x63e05c90390d5c0fa40c37032d234dcb9ed7cc03","103799.924033232","No"
"0x2506b5b1e0b8d81087c22dee7f0b2907c6269432","34563.1861462717","No"
"0xdc8a9c681dd17b3a55b474b3cc31b8bcd57cfa0f","68368.5754605043","No"
"0x559ac0c82464aef7f99c94561783e84f27eeabe6","140654.963851429","No"
"0x75655c4c85030e6e56452b1f169139b68e575ccb","240732.9","No"
"0x544d80bb01186f15dbb209636b5045c3434504a4","7004.95476453813","No"
"0x6c32ad4080157d763b7e8c4f0b92bd5f65cd0a76","138265.030262165","No"
"0x5f35deeb2faac49920a10bc371c5bdc796bc19d0","34520.3770299643","No"
"0x762021e08768c92bf9658a298321cc3b035228cb","206738.619945185","No"
"0x73702af092da88aecedf128f2cefe2a1e80a2b26","115225.518569646","No"
"0x417a1d63de1a12cb7a545e2d3a64fb75041ce44e","683343.857979487","No"
"0x791e75650deb262f5f27a463eaad2a26228e9782","474003.880901352","No"
"0x1d1d0d5d8093be01d14f8e69382a70d82483e742","40445.6147394228","No"
"0x1cb219b90ab66104ce32ce1823a41a0371322e85","133431.615568858","No"
"0x6500fe0bfd6841972f1ae7427c0dbebf54f64acc","897298.576715314","No"
"0x644c1be8457537ea67e4e43b6afe610b3a275519","57710.9712057538","No"
"0x030acd6b652f6164ec7f8dd7c4445459d5b49a8e","66393.9041407988","No"
"0xe08d6ef75edb86fe90bbc4f258570889dd7bb93f","695300.294606092","No"
"0x5f31421d3b05654ed60b47a6a3e8cb2fcf324901","65591.9738637239","No"
"0xfc6962a553caddbb60fa02a8a0a850129a3bffd6","204021.929085909","No"
"0x9adf161e1eda702786c810a0c10763b9b4f648a4","666.171434456697","No"
"0x2a319898594b57ce67071cb03e1f7856f91899f4","31614.978428139","No"
"0x5c183c6cd52d3757dc37fd217794bb56799b5622","317523.615447459","No"
"0xf5342b04cdf893c4aae544e0641bdfa1a73fab30","431197.005019728","No"
"0x71ab381fa77e6ad7d7af19d1276ac92d8f17c37f","1858744.13703377","No"
"0x008c0e72eb5b2bf2f970ef22f5be54b86803c62c","6158.75161204681","No"
"0x10a6eb468aa01877370ccb8965680eab047b5132","60994.5251343638","No"
"0x8f43d1dd65989ead68ffe183563c74d54f57eb50","6096.10866868741","No"
"0xeb806864a35b47ffee9f76c33c40e555e5a68f38","160600.765546935","No"
"0x0f2b0f6a58ca0ebbecb60b139f20b7d286e72dad","882893.178309054","No"
