"HolderAddress","Balance","PendingBalanceUpdate"
"0xb1597371ccd028a354eb1a6d49ce16dfa5b80ec6","729982.063290412","No"
"0xe58649d025af8b3089c6dbd5b320b1c0a226bcd7","722139.59","No"
"0x20dae9c28b07d5d18a09d9edbcc75033bee4ace7","1171014.45490048","No"
"0x7882d1dbd581a8400f02867b8ffd37ba80d33319","649303.145437525","No"
"0x234eb6474dcad8e055e6bbec4dd96a4ee01b1320","635516.575648694","No"
"0x994dc87b34bd4acb63afa71bef7b3ffc6b6d2d05","830000","No"
"0xa333f9481952108b97df47255881b23a99f911fa","561540.015719675","No"
"0xca916015ea82a9dfa9186df374de7281942051f1","488273.852725734","No"
"0xa4990402935d09fa93f14a3d4a5b1216770e0aa1","468837","No"
"0x53b2e7d8a637d53cf929d183e32dfa1ee3074605","468084.659740358","No"
"0x7834fbe91236d7fe3fa461430ff48187e9309ae8","2059038.98622183","No"
"0x8af0b2b4e061a0c6d0367cda52c90ba6c50ba88d","367000","No"
"0x2cf5d33c63c648c27277b2cccbea6b62f7029d00","366414.89006658","No"
"0x9259230a37b6866e13cfe8cf36695e3d6c634102","537111.94","No"
"0xb887b60ebe18a258d79dbc91ded0955321c90e6a","331512.945939877","No"
"0x4d6840f32a035af2aceb34142f7e42a5baef6ae9","650883.122560569","No"
"0xdcc1b1942da8664c950c673557f989a3f30ab90b","326974.344727617","No"
"0x1fc67028575f4a02c5917c4e4e3e3554c0d165a5","292000","No"
"0xbb45c516cee749f6f0b76232cf37e7ba1f335a7e","922006.32012962","No"
"0x23ab181a689555ff82b45f5ec303ec675ec47895","286225.123404467","No"
"0x7e31e817a4a1d92e0cba620ee1f0d526ae676bfb","277869.683868397","No"
"0x74aaf94052b108a105c686966b14a06033064b57","273385.06015383","No"
"0x8de760c77f589cb793876d1d2f04c246166cec62","270000","No"
"0x743542f47552f0caaf68266d60d02790f828c359","268896.950602887","No"
"0xa0b90a525d69ae08ef2db832a3aa396c93018f29","160000","No"
"0x012e5832130e4b85ec5ccac88fb6d8f0b20a30de","260000","No"
"0xedd487ce10fb9e3855bc82b1777f84dd83ee393d","256000","No"
"0x3604870b3ba7354c73d2abab49be5f5ab09ef1bd","252544.623629748","No"
"0x90ea0a7b19557566b6169008d07d4f217cb0f7a8","242787.554509032","No"
"0x968f65cabed72a5eda1c0e14086b3c283a504694","228544.962503836","No"
"0x3e97e9190ae168246dca733933e7ec156c013d5c","224302.699440425","No"
"0x5bbded8193b87d29b9f3842fa072ac97dcd97c97","219896.442709607","No"
"0xdead4b415dc2d4a9ed281b463f6c721de98473d0","196289.66","No"
"0xb72315d6a361dc763eed1aec0989a555c398979d","193505.747404561","No"
"0x388b39b23e3d99110ac214e74ada98aa8b5185ca","190819.213678294","No"
"0x18192ac091368ec827882fa8ed1fdca651e0e329","189472.393103505","No"
"0x5bbf2c4b0ab7bd6d44ffee9ed39f6b70bc4c7ccf","175472.94542311","No"
"0xbc5f0fab0f498ac5f1ccc9fd2fa694b904a1f8d9","164765.18","No"
"0x2aed76404cc871166cfcf05fc4131b0ae5f16b7f","162471.566440685","No"
"0x327452ffca873abb1034bd0f99644754a94b65eb","161076.103949804","No"
"0x3c4143bd700b4d3e85bdc8b9a94b49247d2208f8","159375.805516982","No"
"0x3d32908a309014845939282533f8286d28ce8480","155818.961022037","No"
"0x1901823deab0507bd160f3222a0833754775f28e","150623.276885422","No"
"0xd2de949f74cdd2327e320011df238cecd21d22b1","150366.658685846","No"
"0xb815fb04346f629be9a2f01bc25a74f97f4e2cb6","185507.593831861","No"
"0x4bbb4ed84b0142bbe25ab67374ad5372cad29662","140206.9","No"
"0xa8e68c04a837a0483bbc13ed2f06c798d83c10db","140206.9","No"
"0xfe080ac468d327bb9b7e9b7394bc90bff5c65965","138041.164047919","No"
"0xf04c59f9727804b8ef3c2487983b26c51d538023","137250.32","No"
"0x4950993f9649cd8b114e305234d1d9a5a3140bdf","135567.617635892","No"
"0x6c725a597a8195680399ce65f1cabcad8797098c","133328.495952381","No"
"0xd3f76cc7db054d0e67902b63bf8add4694fec66a","131237.600252537","No"
"0xcf75aefefbde0c42294dc08280575da8805d311a","128618.85617137","No"
"0x99e12ce44c7ee7ce4c11bfb62f06f7bd0ffada12","125009","No"
"0x17ca9953fb57ed8ebe2fa5288ae1ebdb68fa793f","121480.380085261","No"
"0xa1118c8baa556d2460d7ae2659e10c042ab0f94c","114000","No"
"0x5090efc5cba3ea60a824048212b0eb07cd3f660d","113400","No"
"0x8a30e6a15d03bb299adc63f4b56fcdd24f0a1877","106876","No"
"0xcaaba417b0ed18d79ad6a757e35da99606abea90","103599.869259339","No"
"0x377b703616ab471b38572e80ec50e61c26fe5148","100452.251474078","No"
"0xe0e6dcfc68cc8a3c756d4829096af6c7f8b6da85","100400","No"
"0xf5ee85af92d3c3dfd1d7626dbfa26f5715e90c49","100000","No"
"0x2c8543c5b12f5a4a4bdfca6595bcfe801915e888","804046.116991766","No"
"0x7b8d022f14f36e2eed98ad604c62f1e8d0d4e6a8","92771.6505562848","No"
"0xb017c481575318017dc2122b59759b25d21f6721","432187.191614605","No"
"0x8c3e7cec822ddd1900541afdb21e705245d3edeb","87838.2094007471","No"
"0x558f61c7809d00cd25d697375f30ce4a32133160","87314.9441587827","No"
"0x4d2c4ca066424db13f3714bf518604dcb1008ddb","84510.3400264064","No"
"0x06095fc6292bfb7999cec86f93ef9234f6d4acb2","82671.1490090025","No"
"0x3b067cea0a07269b0a0e1f00c0f87ef28446bd08","80091.547251065","No"
"0xe4f7cbc3185f020e75c7e9ad904bf377f5876109","73463.3241302976","No"
"0x3c9eb95456c27fe768621bc5439f41ec07e45222","72292.2640879061","No"
"0xf0fb899fed0b608372cfc9023331b10244b9e309","71000","No"
"0x57b90d8c9301ccf8a833c29ad0fcec7f21e5fabe","70000","No"
"0xeb1051b523bb017ff98076dfb632b1129ae3d8e7","68776.9481948137","No"
"0x65ec51a20e025fdd032dfb0563e59e09658ddabf","65404.0295252905","No"
"0x9259e7d170b2b4078d1e3d018511ad30c1739c7d","65003.4809896758","No"
"0xe3cd867cc3bee1dc59f43aafddbf593e4d64347d","63097","No"
"0xc3430b4102b46eb880ea55ad4042c1a6eb63645e","62021.3125677901","No"
"0x6b1179a243b09405a4ed6ba2303a0095e4126363","61211.1102486766","No"
"0x906a88dbfd44b9c24f2259c74239eb508108cb36","61108.9071092887","No"
"0x31eb766b4cc912562e8f8222cd2261a1f0e214ec","70660.6919182194","No"
"0x8768336995eccee07a55631554c674862b004191","60000","No"
"0x446a631006fbe0b44f38aa95589a133276c1e15f","59470.5011957182","No"
"0xcfb18deb6f8b32709295baf9494cb01982b33c42","58599.9","No"
"0x5f02dcbe20f2bec3e1d1b86265948bb4dd341b01","58121.9748109739","No"
"0x0797b695ebb31f6b7824fb450fbb86736bf39bdf","57444.7440310047","No"
"0x8e78b21d3c0df931ec36a79789d30eab6399d845","56348.688973208","No"
"0x4ecc5ff52e7088882d1d19a439a10c0f7126383e","54807.6620816573","No"
"0xfcd8489882ec81e4605348c7ff0721dd74661d84","54674.1170223344","No"
"0x5cf084facd21cffc5b79097bc745e31d3c991873","50490","No"
"0x0b9757b206b896f5d78acc83d6cf623293ab94f4","48522.1712452554","No"
"0x409af5f9b95902f6428afd402107b30d45c1e888","47479.8402465215","No"
"0x8007539ce2150fe53bde0347f3ff65a176b94fe9","45971.2681019404","No"
"0x1d83b6b7be10fdd3be46c96e6aa3ed0cca51a8ef","45820.1200345927","No"
"0xbd0cdf6f92c7bdf5e730d3abbe6f5cbc18121478","45759","No"
"0x066f0c8688add7435eabd189884d552409a71d3d","44817.9","No"
"0xacda9a1156900c41b9c1090d2d00faeba2bed78c","44185.5","No"
"0x38e9822ce7ffc0674f116732e83467e92e6e0f0b","42178.0507465461","No"
"0x18618a82fd3f04c5c273b80cbb01dc02bf1a29e2","41717.9419342497","No"
"0x73251864d3eb11a23acd43258f0edb668e154fed","40890","No"
"0x670e5c57e647ce436b590997a2f2571186d405c8","40583.7009","No"
"0x7c9bbe10804524a2f05c0b3b57b52f2bf9822b47","40000","No"
"0x4dbcfb1c6e0579d9b8d07869093b62507adda4aa","39548.3339739571","No"
"0xc0625f81036db14d54a852c08d51e155851f665f","37173.0869419919","No"
"0xc01cb8b56ed513e3b17c1365278c14bce6fb50b3","36000","No"
"0xe7887fc23482ac8c566b2cc6a67376a35f4cad40","36000","No"
"0x5193864ddcd3e602db62ea64a0944f4b07a1ed47","33982.374010676","No"
"0x47334f1784055ee9195f9582d43f14e4aeb872e5","32896.34265285","No"
"0xfbc116af733b1da7f447324854ed37d6a2e327b8","30647.7947705385","No"
"0x6b1f5327944087439b0df100cd7cb3c5286dd7a8","30517.9606340373","No"
"0x5f9537c9315c7e30959649f527c54b6c769d966a","30360.03","No"
"0x6b69f6100baaa0ac84d49608899c8262a922a0b8","23775.2276199642","No"
"0x71fecbc0b9e7d174a48c58f9c0679faff66a8f8e","21542.1418362327","No"
"0x63e72a3d2c1c673e16d6aa43eec5d3dea3be1782","21030.2944276841","No"
"0x4572375e984f1806e466591c57cbd67526d2974b","20732.9308495814","No"
"0x954410087c13f3db69022e020149721185308a9f","20136.3455137937","No"
"0xc20c609debc4d00e2a754bdf5f4c4b42e0705dd9","19689.5289968771","No"
"0x4278da54efa7698d7fdb29e05c9b232ecf9b0118","19082","No"
"0x043aa8330bb48b55d5518356c1cc3cd26949b4d1","18000","No"
"0x264ffc3764040e0e6e48ad5a817cc8b80a331b15","16821.9","No"
"0x8aa3a0b1bee1ff97e96dbc7bdf93260ad7db5862","14695.0156124215","No"
"0x4d04843f3df32b3bee315dac5ed28c3e97837001","14456.555044844","No"
"0x5342fc5b0cd7a7360cf5963c344a72a7a5ddaf5e","13500","No"
"0x99922543635d97d5c04947158424a63822e89dd8","13400","No"
"0x19a1d5937114fbac2e251dfdc25aa9e70004d7c4","13146.361891366","No"
"0xa02497796824b87da3f5b349edf7bc039dcff1fa","13099.5","No"
"0x22b09bd98bf197e78dd7e7ca1f11bf6099d027c1","12612.0987244706","No"
"0xf764239b3fefcbc69741bb4354860c34a6478aad","2446237.40914855","No"
"0x5e735d441c50ffde43b542dba1622c92238c13b2","9698.99765174122","No"
"0x319e00753fd16771128df81ccab88c15f9c34730","8280.27656196364","No"
"0x6e9beca248b2bb63197bec3eab09a858b885cf31","4515.40034626728","No"
"0x41756f70c0a878a06edd443e621dd1f268180b68","4469.77463518817","No"
"0x968eb68bdff7a06c7a74f8f968a4c14a2a859636","4300","No"
"0x727b972ba388b1f405521502c48e14f330fcc167","4200","No"
"0x48f4135d0137f716f50b7a51c29a000b0870768f","3848.43288898887","No"
"0x163d20a7cb1dcbf1668ad287bf021f6015df02e5","3719.3107823839","No"
"0xbfa9aedf10f39a4076e0664151d89e2eef4dc6ab","2700","No"
"0x1dcb231a8b3d3ed84284c339e8dc6dc5c5b2642d","1487","No"
"0x246f130d77d901f848a7d630b82a886c19f51b42","600","No"
"0xfcc48574e135c81c7f2fe3ed4a9cfd443f8b319d","22584506.3583303","No"
"0x50e78787576a86e9c7ed438c1cc9e9b23f512f9e","2085002","No"
"0x3d1d4a432f54241dda25bbfb1acde0a83ae60da4","180174.87","No"
"0x604da46a527875bfe8d781037dd8c6ef726dc928","140415461.848193","No"
"0x668aefcd5a1f386dc299df7bd21edd82ed66e5c3","37030168.4002287","No"
"0xfd402f31fb7a34c8bd4aed732f86848dd5ee5bac","27910.0786083618","No"
"0x455acbb59294fec5461ee4ea48a8cd7f96269c31","136273.206282671","No"
"0x4891e9fca9ce0671c986a1c9deacf50f4905dcb9","451000","No"
"0xbd1090a0c14ed02afab7cb0d347af29c6ac179b1","45000","No"
"0x41819a2c761ae738f8fa2b1768c4a01a9b7b9532","280859.608236518","No"
"0x1bf1139de2f96af7ad311f9f120b5ef56b75c3cb","24426.6978035645","No"
"0x85589caafbe2112efdbac17cf43c11ce19e8f2ba","24308.2993697205","No"
"0xe7bbc904fa2315eb8edd5191b2fe88b598740289","42866.659700369","No"
"0xbd79a8b8324dcd2e61f0e2b3a9c03fc0614f4d67","12326.0295743387","No"
"0x45f22d68671543e770c5cd9163374cc452d19ad3","45520.3431259998","No"
"0x6e4b3052d60874d665e05c9feb5ee9396ed12361","300745.797196946","No"
"0x960e11aa51ea3aff2867423b078244bdde92b1a4","708959","No"
"0xc6536a1b2891a80d32c30b7fc973d7e9a888320c","1567919","No"
"0x1b12ee9211b3bd417ce9fcc8bfd82b20b2bed21a","1085000","No"
"0xdddec1ff608feb4739c05f0d7d0df6b16f7b74d3","10585585","No"
"0xca3adc928a1c953075d75468a15fce99397d419c","1300000","No"
"0xd362066c2917a7403f86cc0afbfcf6c94ccb0342","1757209","No"
"0x6eb948cd45a916474ffe3215fa7c14a28294c300","2416430.63898436","No"
"0x9500da0a199e3709ba2fee325c2ee7dcdc9396ed","1411986.18043062","No"
"0x28df69fe83ca06720542db14e4e9d8e51fc42e37","9400000","No"
"0x87fcc8165c8565a8a4f8ecb9abac4e7bff627d1b","3022.9567622748","No"
"0x5f656cd2c8d5f9d1af8a941879ec8903e3e443fe","7755000","No"
"0xad9d583e2a2ee1c2e1615dfc9f77acd225d4f2d7","1165872.77927397","No"
"0x212bbfc6934e3e4e07c79a567049b9b78376aa50","6105025.37660049","No"
"0x310e75da738326cb47726162eee51b71ffbdf9f8","1200405.82027401","No"
"0xaea15298b032e9821e650095e12356e84c7f22be","10585585","No"
"0x0d4a41c6e6c0423759b095a183168a16f829443e","10585585","No"
"0x026be4af90064c41735ce2d33826234f35edaa15","1330095.03813381","No"
"0x7ee058420e5937496f5a2096f04caa7721cf70cc","20000000","No"
"0x81e0ef68e103ee65002d3cf766240ed1c070334d","31671132.2870423","No"
"0x009eb25deb9e5647bb4e350284e2eefc2805bf45","2000","No"
"0xc4b0a5d0b2ac2d32d56f82eaa589cd8cc04d8475","231128.640200145","No"
"0xe27ab50911fb20be56c8771334921076ebe6c530","3600","No"
"0x1d3de7f266bd7bdb31416745c09a8c58b9389138","6500000","No"
"0x596c91f8b096f167a560c58f490a0f774f6cc10b","29956.5","No"
"0x1140e1bd4f3d31ffd6fe43ca954609c51208120f","21780.3940906356","No"
"0xed8c7f915cb3dae6a9e9f92fe4b30c67aabfbfd0","100000","No"
"0xea5d3f77ab6489ebb81a4738b24a585fe801a788","25309","No"
"0x7ada6ec27007ad57f72794d0c537abff6de6262f","36991.3705665034","No"
"0x20323cd10dafce4cb5e6439d3816976966c4a73a","30000.7126395128","No"
"0x0b926c7c15c879dbaf40fb48be10f18db9222ae7","5629.60745608253","No"
"0x3012faae7f3c36c4e11a8d26c7c4979c3ae25e57","293350.544862277","No"
"0x3f4d6bf08cb7a003488ef082102c2e6418a4551e","7000000","No"
"0x56eddf222728023349dcd1cf3d1e1f64d4e8ecd4","100","No"
"0xe645ce1c98b8788b6d6df21a49c4c4d25020d2fe","25002.9","No"
"0x057974888ab34c42c6d98660a7094df4913fc004","49527","No"
"0x70210da2e43dcf6f16e08b02bfbe1a67ed0e093c","608","No"
"0xb4cf54e71c534b9d3797f45c7e5f5a0f2214edf7","87011.2235314009","No"
"0x52ffe184baec8b138dfd88744dad744508024bd9","89823.5491065648","No"
"0x42dec2a604f7a9d37fea984155542a53efad2e6c","409365.735845626","No"
"0x02972af9b7bb1e79f4ba970368cb776dce606bd7","38805.6640374566","No"
"0xaba4409eef6190425360e0be214d6d68f1db4b3e","1600000","No"
"0xa46996784dca6e6d2823cdbb7aea643abfbf7cd4","3200000","No"
"0xb1accfb4f63012418b0cf85444f5f9669526e5bb","2990223.69770741","No"
"0xdd1e2d05ba4130bb32941bb22c92b9883964d493","21673.1035402669","No"
"0x12be162ec78bb08e4bf38ac29bba1d971d567890","1303827.68101483","No"
"0x009bb654ff950e00f3609a2716b07f7dd600d134","9631.65172999366","No"
"0x1ff4e292e5fecd5830e959a7c814b52a584fa117","9600000","No"
"0x4189d81ad0b4bfdf0c1b4d8bbe547c2a9817fa0b","30747.6632425579","No"
"0x4de158d9688cab99d37c04e63968014a5f326b11","956320","No"
"0x9e7ceae365f6b504080c598646807635f07f7690","85843.565048553","No"
"0x4780a2c05745a801b5f93b6987c7dfb7530b7306","1033276.09498033","No"
"0xa88e12c3820008fb4eb76584772fb6bbdfd90e35","2200001.6421418","No"
"0x6ce9030e46749be150394fd815d8db3f02d28432","1199922.7059496","No"
"0x641ce3eefd12617de03de47d6adaa25ab07ed982","5920000","No"
"0x0d9fc33334afa72751475b1974de626f6fb32304","308806","No"
"0x744880500bbf2bf5191bb0eb315f3cf4d1bb7c04","1600000","No"
"0x84d581bcf14ae2047d50ae4c51006df1e3973475","400999.710196459","No"
"0xe58baf94b10122c056c3f0514cd9c5331f82ddeb","1600000","No"
"0x7925b192e8e8bfdf62db83e0889ac67a16c3af36","1600000","No"
"0x81d6dbfb2ec09e618bbf8a97f2c30a9545eebf82","430380","No"
"0xb9d8b8553082ff8d2bedaf8e3b6a99d43a24ee13","20732.5534794584","No"
"0x9b4400c54c7d3d6472e65ccaa16128adbc76f0ae","1000000","No"
"0x86d6ed7fdec2ebdea803f1c6cf76003b7aea07b4","215243.372950455","No"
"0x8d1e2dd6349c2d213640b3193d44c148b85462b2","45090","No"
"0xb323100e4df8c6db85d6a538b9d8a8eea27e9d6a","56714.3301245857","No"
"0x48b9f24776f83eb518cd33a97f244e2b6afc238d","3054252.04262925","No"
"0xbd794bf937e69c5ada2baec12b2b0252a1cc02f8","717288.735369966","No"
"0xc5e1e31fe78ab5734cba85ca06952c2e026144ab","593412.031412303","No"
"0x081f8e9ce5c3429f98108912b76250b2b5e82851","1600000","No"
"0x140d1340048dec8701aafca366ceef9377c677e9","800000","No"
"0x1cc9e418bdad659385d3ad3b263f7ded3be37df0","1600000","No"
"0x7a31d89eb43334d1263996e53f0b9680fc5cdff8","87810.3","No"
"0x94e2a7b0f7543ffa8bbbe96e9c5245eda23d31eb","421000","No"
"0xb4211ac42964e615a54999f48a4c5be3ef854055","1600000","No"
"0x60130c494202439a2317e82f1b42f15a4a88dcdf","1600000","No"
"0x93124b641074e816091d71bd8b2bd2c30d8e33ca","310560","No"
"0x7879cc2c7194e88d702d04bd08566d14849a12bf","900000","No"
"0xf3682cfccf70bdd6f9cc6846fb02b49c5a581d33","6331.43233102378","No"
"0xe7cb2c46d54a87d822848612b7217af7479666d9","1600000","No"
"0x2ea8143c996b14c9839b511d1957c92de232d002","1600000","No"
"0x3ab668475b74511799e8ba7c8d8129dc2971b79f","5600000","No"
"0x3e5a8922de20154db36bc02df46a188dd65a5246","1600000","No"
"0xaa19db9fd20939f8866d410340e831f0c0fb2da7","1621865.63690513","No"
"0x70852d61bc72073575b1a3d968682f2adfc39192","400000","No"
"0x3550c471ea521983f39957a31d49733bd66601a1","677279.927574457","No"
"0x797591ed90fc06852b55181935ce93b770b2fa66","1600000","No"
"0x6a20f3d33164e2eaeb3401330307b6f45c64522c","1600000","No"
"0x91d3e06b2fad72cf148ac9de0e1c711747068650","1600000","No"
"0x8171f5d096a1b729c02791a6bb9a3b71ea84acdf","1600000","No"
"0x000000000000000000000000000000000000dead","30000000","No"
"0x12d630f7f8e6b33bca774e5f290bb1bad53b13cb","1600000","No"
"0x1c8e3751268d35f3c282808e8e4b9c4c1eb397b4","1600000","No"
"0x9a21477b4e9ea5f7946d75876a186a1194559828","1024422.8101126","No"
"0x57089050846fb0dc6746e4cd859090ff676fef1b","1360.75316129851","No"
"0x2481a7b31a4ad939d26651bf43dac55bc9c3af82","2841.73485255418","No"
"0x4931b9cb31b6d049ec72c13562140405aeea7265","2.611E-15","No"
"0xc195425e6fda6447568b7ec4f5a14c34ac0a7ca6","60637.2746174642","No"
"0x68a57eb10f409e4827decacc83d3611f1e3ed806","368284.333743256","No"
"0x9d2d170bcfb2e0082834ac22007c0e4164bb344a","22883.0537341417","No"
"0x93ecfc6e27c47926d686e02a51364a058ad1e0cf","6905.75805904208","No"
"0x6339029f2d221917e6300369282712bfc128a013","3387.28706290416","No"
"0x091e57ea8f76751f2dfe26e934a3fbf72a8aa06b","334.067451710401","No"
"0x9046b6510ac90423c6d5bb36342814ec3c53d7bc","4.884354720209E-06","No"
"0x8c07fc7dfd9917ad205ae512271bb1511dd4ae30","0.00163337473744973","No"
"0xde6849c84c4435077433c3141a0e86b029c930c6","26272.6612774159","No"
"0x97390e1e2591988304c6bd4a4790fd8454da3dd0","131.151932393302","No"
"0x0bd7cde6b175721862724cb56dca8988623ca865","210213.274441531","No"
"0xd2e4ee8a16aab3b1270b1fd0d9fd0a8fe3654186","1637923.94514163","No"
"0x6bd5e1c7d5334367d3093fcb69efbfff73912543","8.1153019920686","No"
"0x563acabf0f8c379c0ca650545a2f2eb0e89dd552","565538.428717968","No"
"0xee300b566f339d1614aa1e9b83509573d4af2ddb","4372.56321412614","No"
"0xcc11ea860e62c71b2ebb1f4023c21ec9ebe1ca42","55706.0322366389","No"
"0x0cef73ca43494f3f27bb5be3c3acf348f56f1b1d","361.440574207931","No"
"0x9d52ca749ee3c319d5a20a7fb60d2ae8ee6ad588","5501.9119833724","No"
"0x6be39da0dcc97820efbc28769a3cb37d8415ba0b","55057.5719185576","No"
"0xc25fcbbe0d341c1d96746f68921c2757033d721e","25153.4250513219","No"
"0xd2aab8256593be561f0c1ca2177d67e70b0b3638","10929.4688465133","No"
"0xeee175838591747fdf37f3c1bfc0afa2b2324e2e","215.830099300957","No"
"0xb672a153a57bdb40b7017d806c067295f64201f7","0.110032099930653","No"
"0xffbfc5b372f9e0cf635bef0497a6b1bf693cfcac","5.07205719946185","No"
"0xbc20530c56c315e55c79fe36ef60d05e1c80002b","10873.5394764252","No"
"0xcab187bb1695482c1a738c74361a92a91348c70d","7719.38770817799","No"
"0x4b5476e323d4ed159fdb86e05d6b60170d12225b","16277.0327917347","No"
"0x35cd00f7dd5b1e620c87a6cb55e8c326054c7d22","67770.112337456","No"
"0x32772b2da3f7135cfcaf20f1c20ee4c231e8454c","539224.900658433","No"
